query,type,dataset,datasetURL,metaData,spec
"Plot the worldwide gross v.s. production budget on a scatter plot, broken down by content rating.",Fully specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'nominal'}, 'x': {'field': 'Production Budget', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'format': '~s'}}}}"
Plot the total worldwide gross over time for each major genre.,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Release Year', 'type': 'temporal', 'axis': {'title': 'Release Year'}}, 'y': {'aggregate': 'sum', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'SUM (Worldwide Gross)', 'format': '~s'}}, 'color': {'field': 'Major Genre', 'type': 'nominal'}}}"
Plot the average production budget each year across all movies.,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Release Year', 'type': 'temporal', 'axis': {'title': 'Release Year'}}, 'y': {'aggregate': 'mean', 'field': 'Production Budget', 'type': 'quantitative', 'axis': {'title': 'AVG (Production Budget)', 'format': '~s'}}}}"
Plot a histogram of movie running time.,Fully specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Running Time', 'type': 'quantitative', 'axis': {'title': 'Running Time'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Plot rotten tomatoes rating v.s. IMDB rating on a scatter plot.,Fully specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'x': {'field': 'IMDB Rating', 'type': 'quantitative'}, 'y': {'field': 'Rotten Tomatoes Rating', 'type': 'quantitative'}}}"
"Plot the worldwide gross versus production budget for individual movies, coloring each movie by its genre.",Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.8, 'tooltip': None}, 'encoding': {'x': {'field': 'Production Budget', 'type': 'quantitative'}, 'y': {'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'color': {'field': 'Major Genre', 'type': 'nominal'}}}"
"Compare the number of models in USA, Japan and Europe ?",Under specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Origin', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
What creative type of movie had the highest production budget for each content rating?,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'ordinal'}, 'x': {'field': 'Creative Type', 'scale': {}, 'type': 'nominal', 'axis': {'title': '', 'labels': False, 'ticks': False}}, 'y': {'aggregate': 'mean', 'field': 'Production Budget', 'type': 'quantitative', 'axis': {'title': 'AVG (Production Budget)', 'format': '~s'}}, 'color': {'field': 'Creative Type', 'type': 'nominal'}}}"
What is the relationship between production budget and worldwide gross for each major genre?,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.8, 'tooltip': None}, 'encoding': {'x': {'field': 'Production Budget', 'type': 'quantitative'}, 'y': {'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'color': {'field': 'Major Genre', 'type': 'nominal'}}}"
What is the relationship between release year and average production budget?,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Release Year', 'type': 'temporal', 'axis': {'title': 'Release Year'}}, 'y': {'aggregate': 'mean', 'field': 'Production Budget', 'type': 'quantitative', 'axis': {'title': 'AVG (Production Budget)', 'format': '~s'}}}}"
What major genre had the highest average worldwide gross?,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Major Genre', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'AVG (Worldwide Gross)', 'format': '~s'}}}}"
What major genre had the lowest average worldwide gross?,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Major Genre', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'AVG (Worldwide Gross)', 'format': '~s'}}}}"
How much did average worldwide gross vary by major genre?,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Major Genre', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'AVG (Worldwide Gross)', 'format': '~s'}}}}"
How many movies are there are of each creative type?,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Creative Type', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Which creative type had the most movies?,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Creative Type', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Which creative type had the fewest movies?,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Creative Type', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
What is the total worldwide gross for each major genre across time?,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Release Year', 'type': 'temporal', 'axis': {'title': 'Release Year'}}, 'y': {'aggregate': 'sum', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'SUM (Worldwide Gross)', 'format': '~s'}}, 'color': {'field': 'Major Genre', 'type': 'nominal'}}}"
Is there a relationship between production budget and worldwide gross for each content rating?,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'nominal'}, 'x': {'field': 'Production Budget', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'format': '~s'}}}}"
What is the distribution of running times for each movie?,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Running Time', 'type': 'quantitative', 'axis': {'title': 'Running Time'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Is there a relationship between IMDB rating and rotten tomatoes rating?,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'x': {'field': 'IMDB Rating', 'type': 'quantitative'}, 'y': {'field': 'Rotten Tomatoes Rating', 'type': 'quantitative'}}}"
Does higher horsepower mean lower acceleration?,Under specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.7, 'tooltip': None}, 'encoding': {'x': {'field': 'Horsepower', 'type': 'quantitative'}, 'y': {'field': 'Acceleration', 'type': 'quantitative'}}}"
How many cylinders do cars manufactured in different countries have?,Under specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'ordinal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT', 'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
Group cars by countries and cylinders,Under specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'ordinal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT', 'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
Weight of cars grouped by year,Under specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Year', 'type': 'temporal', 'axis': {'title': 'Year'}}, 'y': {'aggregate': 'mean', 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'AVG (Weight)', 'format': '~s'}}}}"
Compare acceleration vs weight across different countries,Under specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'point', 'filled': True, 'tooltip': None}, 'encoding': {'column': {'field': 'Origin', 'type': 'nominal'}, 'x': {'field': 'Weight', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'Acceleration', 'type': 'quantitative', 'axis': {'format': '~s'}}}}"
Show distribution of cars by weight,Under specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'Weight'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Histogram of cars by weight,Fully specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'Weight'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Compare car cylinder count against acceleration across countries,Under specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'column': {'field': 'Cylinders', 'type': 'ordinal'}, 'x': {'field': 'Origin', 'scale': {}, 'type': 'nominal', 'axis': {'title': '', 'labels': False, 'ticks': False}}, 'y': {'aggregate': 'mean', 'field': 'Acceleration', 'type': 'quantitative', 'axis': {'title': 'AVG (Acceleration)', 'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
