query,type,dataset,datasetURL,metaData,spec
show an area chart of how acceleration has evolved over the years across origin,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'area', 'tooltip': True}, 'encoding': {'y': {'field': 'Acceleration', 'type': 'quantitative', 'aggregate': 'mean', 'axis': {'format': 's'}}, 'color': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'x': {'field': 'Year', 'type': 'temporal', 'aggregate': None}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
visualize origin and cylinders as a barchart,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'y': {'field': 'Cylinders', 'type': 'quantitative', 'aggregate': 'mean', 'axis': {'format': 's'}}, 'x': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
visualize origin and cylinders as a scatter plot,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'y': {'field': 'Cylinders', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'x': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Origin,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'y': {'field': 'Origin', 'type': 'nominal', 'aggregate': 'count'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Visualize mpg,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'MPG', 'type': 'quantitative', 'aggregate': None, 'bin': True, 'axis': {'format': 's'}}, 'y': {'field': 'MPG', 'type': 'quantitative', 'aggregate': 'count', 'axis': {'format': 's'}}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Show mpg across origins,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'y': {'field': 'MPG', 'type': 'quantitative', 'aggregate': 'mean', 'axis': {'format': 's'}}, 'x': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Weight and acceleration,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'Weight', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'Acceleration', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Create a visualization with miles per gallon and horsepower,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'Horsepower', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'MPG', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Displacement Cylinders Acceleration,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'Displacement', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'color': {'field': 'Acceleration', 'type': 'quantitative', 'aggregate': None}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Show me acceleration and horsepower across origins,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'Horsepower', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'Acceleration', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'color': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Visualize car weight and number of cylinders over the years,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'Weight', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'color': {'field': 'Year', 'type': 'temporal', 'aggregate': None}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Create a chart showing mpg across origin over years,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'line', 'tooltip': True}, 'encoding': {'y': {'field': 'MPG', 'type': 'quantitative', 'aggregate': 'mean', 'axis': {'format': 's'}}, 'color': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'x': {'field': 'Year', 'type': 'temporal', 'aggregate': None}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Bar chart of number of cars from each origin,Fully specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'y': {'field': 'Origin', 'type': 'nominal', 'aggregate': 'count'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Bar chart of average acceleration for cars with each number of cylinders in each place of origin. Color by origin.,Fully specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'Acceleration', 'type': 'quantitative', 'aggregate': 'mean', 'axis': {'format': 's'}}, 'color': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Scatterplot of displacement vs mpg. Color by origin.,Fully specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'MPG', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'Displacement', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'color': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Bar chart of cylinders versus average mpg,Fully specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'MPG', 'type': 'quantitative', 'aggregate': 'mean', 'axis': {'format': 's'}}, 'y': {'field': 'Cylinders', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Show number of cars from each country,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'y': {'field': 'Origin', 'type': 'nominal', 'aggregate': 'count'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Graph to show the acceleration for cars from different countries segregated based on number of cylinders,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'Acceleration', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'color': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Visualize the distribution of models by weight,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'tick', 'tooltip': True}, 'encoding': {'y': {'field': 'Weight', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'x': {'field': 'Model', 'type': 'nominal', 'aggregate': None}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Visualize the general trend of car model weights over the years,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'line', 'tooltip': True}, 'encoding': {'y': {'field': 'Weight', 'type': 'quantitative', 'aggregate': 'mean', 'axis': {'format': 's'}}, 'x': {'field': 'Year', 'type': 'temporal', 'aggregate': None}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Plot count of models by grouped by origin,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'y': {'field': 'Origin', 'type': 'nominal', 'aggregate': 'count'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Visualize distribution of models by number of cyclinders grouped by origin,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'tick', 'tooltip': True}, 'encoding': {'y': {'field': 'Cylinders', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'x': {'field': 'Model', 'type': 'nominal', 'aggregate': None}, 'color': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Visualize average accelaration based on number of cyclinders a model has summed across different origins,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'Acceleration', 'type': 'quantitative', 'aggregate': 'mean', 'axis': {'format': 's'}}, 'color': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Bar graph to show number of cars from different Origins,Fully specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'y': {'field': 'Origin', 'type': 'nominal', 'aggregate': 'count'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Stacked bar chart to show number of cylinders on X Axis and count of cars  segregated country wise on Y Axis ,Fully specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'y': {'field': 'Cylinders', 'type': 'quantitative', 'aggregate': 'mean', 'axis': {'format': 's'}}, 'x': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
"plot displacement by mpg', 'color by origin",Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'MPG', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'Displacement', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'color': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Bar graph to show number of cylinders on X Axis and Average MPG on Y Axis,Fully specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'MPG', 'type': 'quantitative', 'aggregate': 'mean', 'axis': {'format': 's'}}, 'y': {'field': 'Cylinders', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
Scatter plot to show horsepower on X axis and Acceleration on Y Axis,Fully specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'Horsepower', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'Acceleration', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
